COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
EST,,ALL,2012,6082
EST,,ALL,2013,5811
EST,,ALL,2014,5188
EST,,ALL,2015,4919
EST,,ALL,2016,4509
EST,,ALL,2017,4017
EST,,ALL,2018,3821
EST,,ALL,2019,3772
EST,,ALL,2020,3514
FIN,,ALL,1970,14757
FIN,,ALL,1971,20622
FIN,,ALL,1972,22146
FIN,,ALL,1973,23362
FIN,,ALL,1974,22846
FIN,,ALL,1975,21547
FIN,,ALL,1976,19818
FIN,,ALL,1977,17772
FIN,,ALL,1978,16928
FIN,,ALL,1979,15849
FIN,,ALL,1980,15037
FIN,,ALL,1981,14120
FIN,,ALL,1982,13861
FIN,,ALL,1983,13323
FIN,,ALL,1984,13640
FIN,,ALL,1985,13787
FIN,,ALL,1986,13316
FIN,,ALL,1987,12984
FIN,,ALL,1988,12738
FIN,,ALL,1989,12637
FIN,,ALL,1990,12216
FIN,,ALL,1991,11737
FIN,,ALL,1992,11069
FIN,,ALL,1993,10375
FIN,,ALL,1994,10013
FIN,,ALL,1995,9872
FIN,,ALL,1996,10423
FIN,,ALL,1997,10251
FIN,,ALL,1998,10751
FIN,,ALL,1999,10837
FIN,,ALL,2000,10948
FIN,,ALL,2001,10742
FIN,,ALL,2002,10984
FIN,,ALL,2003,10772
FIN,,ALL,2004,11173
FIN,,ALL,2005,10972
FIN,,ALL,2006,10694
FIN,,ALL,2007,10578
FIN,,ALL,2008,10477
FIN,,ALL,2009,10502
FIN,,ALL,2010,10305
FIN,,ALL,2011,10742
FIN,,ALL,2012,10249
FIN,,ALL,2013,10138
FIN,,ALL,2014,9812
FIN,,ALL,2015,9507
FIN,,ALL,2016,9484
FIN,,ALL,2017,9394
FIN,,ALL,2018,8661
FIN,,ALL,2019,8728
FIN,,ALL,2020,8322
FRA,,ALL,1990,197405.94
FRA,,ALL,1991,199683.62
FRA,,ALL,1992,192193.2
FRA,,ALL,1993,191057.24
FRA,,ALL,1994,189193.17
FRA,,ALL,1995,179648
FRA,,ALL,1996,187114
FRA,,ALL,1997,188796
FRA,,ALL,1998,195960
FRA,,ALL,1999,196885
FRA,,ALL,2000,192174
FRA,,ALL,2001,202180
FRA,,ALL,2002,206596
FRA,,ALL,2003,203346
FRA,,ALL,2004,210664
FRA,,ALL,2005,206311
FRA,,ALL,2006,215390
FRA,,ALL,2007,213382
FRA,,ALL,2008,209247
FRA,,ALL,2009,209987
FRA,,ALL,2010,213985
FRA,,ALL,2011,209291
FRA,,ALL,2012,207120
FRA,,ALL,2013,216697
FRA,,ALL,2014,212025
FRA,,ALL,2015,205571
FRA,,ALL,2016,201661
FRA,,ALL,2017,203951
FRA,,ALL,2018,209950
FRA,,ALL,2019,218326
GBR,,ALL,1980,139576
GBR,,ALL,1981,140027
GBR,,ALL,1982,139386
GBR,,ALL,1983,138108
GBR,,ALL,1984,147854
GBR,,ALL,1985,152655
GBR,,ALL,1986,159722
GBR,,ALL,1987,168139
GBR,,ALL,1988,181092
GBR,,ALL,1989,183276
GBR,,ALL,1990,186758
GBR,,ALL,1991,180931
GBR,,ALL,1992,173686
GBR,,ALL,1993,170992
GBR,,ALL,1994,169972
GBR,,ALL,1995,167297
GBR,,ALL,1996,181796
GBR,,ALL,1997,184148
GBR,,ALL,1998,192314
GBR,,ALL,1999,187641
GBR,,ALL,2000,187539
GBR,,ALL,2001,188492
GBR,,ALL,2002,187802
GBR,,ALL,2003,193890
GBR,,ALL,2004,197877
GBR,,ALL,2005,199081
GBR,,ALL,2006,206961
GBR,,ALL,2007,212324
GBR,,ALL,2008,209248
GBR,,ALL,2009,202248
GBR,,ALL,2010,202565
GBR,,ALL,2011,202523
GBR,,ALL,2012,197742
GBR,,ALL,2013,197300
GBR,,ALL,2014,196363
GBR,,ALL,2015,197922
GBR,,ALL,2016,197672
GBR,,ALL,2017,205112
GBR,,ALL,2018,218581
GBR,,ALL,2019,221981
GBR,,ALL,2020,223732
GEO,,ALL,1985,65279
GEO,,ALL,1990,56862
GEO,,ALL,1991,59384
GEO,,ALL,1992,50748
GEO,,ALL,1993,45131
GEO,,ALL,1994,45859
GEO,,ALL,1995,39538
GEO,,ALL,1996,30003
GEO,,ALL,1997,23403
GEO,,ALL,1998,21018
GEO,,ALL,1999,18306
GEO,,ALL,2000,14951
GEO,,ALL,2001,15008
GEO,,ALL,2002,13908
GEO,,ALL,2003,8653
GEO,,ALL,2004,17210
GEO,,ALL,2005,19734
GEO,,ALL,2006,21204
GEO,,ALL,2007,20644
GEO,,ALL,2008,22062
GEO,,ALL,2009,24311
GEO,,ALL,2010,25585
GEO,,ALL,2011,26859
GEO,,ALL,2012,33688
GEO,,ALL,2013,30726
GEO,,ALL,2014,27637
GEO,,ALL,2015,25110
GEO,,ALL,2016,21234
GEO,,ALL,2017,24937
GEO,,ALL,2018,22733
GEO,,ALL,2019,21592
GEO,,ALL,2020,19045
GEO,,ALL,2021,17774
GRC,,ALL,1970,9115
GRC,,ALL,1971,8544
GRC,,ALL,1972,8431
GRC,,ALL,1973,7328
GRC,,ALL,1974,6058
GRC,,ALL,1975,6202
GRC,,ALL,1976,7505
GRC,,ALL,1977,6194
GRC,,ALL,1978,5889
GRC,,ALL,1979,8638
GRC,,ALL,1980,9038
GRC,,ALL,1981,8564
GRC,,ALL,1982,7525
GRC,,ALL,1983,6725
GRC,,ALL,1984,7306
GRC,,ALL,1985,7184
GRC,,ALL,1986,7373
GRC,,ALL,1987,8758
GRC,,ALL,1988,10301
GRC,,ALL,1989,11222
GRC,,ALL,1990,10145
GRC,,ALL,1991,11109
GRC,,ALL,1992,11977
GRC,,ALL,1993,12289
GRC,,ALL,1994,12608
GRC,,ALL,1995,13532
GRC,,ALL,1996,12542
GRC,,ALL,1997,12853
GRC,,ALL,1998,11838
GRC,,ALL,1999,11420
GRC,,ALL,2000,18015
GRC,,ALL,2001,22223
GRC,,ALL,2002,16173
GRC,,ALL,2003,15782
GRC,,ALL,2004,16135
GRC,,ALL,2005,16495
GRC,,ALL,2006,17192
GRC,,ALL,2007,16264
GRC,,ALL,2008,16352
GRC,,ALL,2009,16399
GRC,,ALL,2010,17488
GRC,,ALL,2011,13656
GRC,,ALL,2012,17632
GRC,,ALL,2013,21974
GRC,,ALL,2014,21071
GRC,,ALL,2015,21561
HRV,,ALL,1980,47827
HRV,,ALL,1981,51975
HRV,,ALL,1982,51534
HRV,,ALL,1983,47996
HRV,,ALL,1984,48775
HRV,,ALL,1985,51549
HRV,,ALL,1986,50058
HRV,,ALL,1987,48608
HRV,,ALL,1988,42864
HRV,,ALL,1989,43233
HRV,,ALL,1990,38626
HRV,,ALL,1991,33351
HRV,,ALL,1992,26223
HRV,,ALL,1993,25179
HRV,,ALL,1994,19673
HRV,,ALL,1995,14282
HRV,,ALL,1996,12339
HRV,,ALL,1997,10036
HRV,,ALL,1998,8907
HRV,,ALL,1999,8064
HRV,,ALL,2000,7534
HRV,,ALL,2001,6574
HRV,,ALL,2002,6191
HRV,,ALL,2003,5923
HRV,,ALL,2004,5232
HRV,,ALL,2005,4563
HRV,,ALL,2006,4733
HRV,,ALL,2007,4573
HRV,,ALL,2008,4497
HRV,,ALL,2009,4450
HRV,,ALL,2010,4022
HRV,,ALL,2011,4347
HRV,,ALL,2012,3571
HRV,,ALL,2013,3161
HRV,,ALL,2014,3020
HRV,,ALL,2015,3002
HRV,,ALL,2016,2520
HRV,,ALL,2017,2416
HRV,,ALL,2018,2558
HRV,,ALL,2019,2703
HRV,,ALL,2020,2594
HUN,,ALL,1975,96212
HUN,,ALL,1976,94720
HUN,,ALL,1977,89096
HUN,,ALL,1978,83545
HUN,,ALL,1979,80767
HUN,,ALL,1980,80882
HUN,,ALL,1981,78421
HUN,,ALL,1982,78682
HUN,,ALL,1983,78599
HUN,,ALL,1985,81970
HUN,,ALL,1986,83586
HUN,,ALL,1987,84519
HUN,,ALL,1988,87101
HUN,,ALL,1989,90486
HUN,,ALL,1990,90394
HUN,,ALL,1991,89931
HUN,,ALL,1992,87065
HUN,,ALL,1993,75258
HUN,,ALL,1994,74491
HUN,,ALL,1995,76957
HUN,,ALL,1996,76600
HUN,,ALL,1997,74564
HUN,,ALL,1998,68971
HUN,,ALL,1999,65981
HUN,,ALL,2000,59249
HUN,,ALL,2001,56404
HUN,,ALL,2002,56075
HUN,,ALL,2003,53789
HUN,,ALL,2004,52539
HUN,,ALL,2005,48689
HUN,,ALL,2006,46324
HUN,,ALL,2007,43870
HUN,,ALL,2008,44089
HUN,,ALL,2009,43181
HUN,,ALL,2010,40449
HUN,,ALL,2011,38443
HUN,,ALL,2012,36118
HUN,,ALL,2013,34891
HUN,,ALL,2014,32663
HUN,,ALL,2015,31176
HUN,,ALL,2016,30439
HUN,,ALL,2017,28496
HUN,,ALL,2018,26941
HUN,,ALL,2019,25783
HUN,,ALL,2020,23901
IRL,,ALL,2014,26
IRL,,ALL,2015,26
IRL,,ALL,2016,25
IRL,,ALL,2017,15
IRL,,ALL,2018,32
IRL,,ALL,2019,6666
IRL,,ALL,2020,6577
ISL,,ALL,1980,523
ISL,,ALL,1981,597
ISL,,ALL,1982,613
ISL,,ALL,1983,689
ISL,,ALL,1984,745
ISL,,ALL,1985,705
ISL,,ALL,1986,682
ISL,,ALL,1987,687
ISL,,ALL,1988,674
ISL,,ALL,1989,689
ISL,,ALL,1990,726
ISL,,ALL,1991,681
ISL,,ALL,1992,768
ISL,,ALL,1993,851
ISL,,ALL,1994,792
ISL,,ALL,1995,820
ISL,,ALL,1996,868
ISL,,ALL,1997,938
ISL,,ALL,1998,914
ISL,,ALL,1999,935
ISL,,ALL,2000,987
ISL,,ALL,2001,967
ISL,,ALL,2002,900
ISL,,ALL,2003,955
ISL,,ALL,2004,889
ISL,,ALL,2005,868
ISL,,ALL,2006,904
ISL,,ALL,2007,905
ISL,,ALL,2008,959
ISL,,ALL,2009,981
ISL,,ALL,2010,978
ISL,,ALL,2011,970
ISL,,ALL,2012,980
ISL,,ALL,2013,966
ISL,,ALL,2014,955
ISL,,ALL,2015,927
ISL,,ALL,2016,1021
ISL,,ALL,2017,1044
ISL,,ALL,2018,1049
ISL,,ALL,2020,962
ISR,,ALL,1980,14708
ISR,,ALL,1981,14514
ISR,,ALL,1982,16829
ISR,,ALL,1983,15593
ISR,,ALL,1984,18948
ISR,,ALL,1985,18406
ISR,,ALL,1986,17469
ISR,,ALL,1987,15290
ISR,,ALL,1988,16181
ISR,,ALL,1989,15216
ISR,,ALL,1990,15509
ISR,,ALL,1991,15767
ISR,,ALL,1992,16389
ISR,,ALL,1993,16303
ISR,,ALL,1994,16046
ISR,,ALL,1995,16609
ISR,,ALL,1996,17987
ISR,,ALL,1997,18480
ISR,,ALL,1998,18149
ISR,,ALL,1999,18785
ISR,,ALL,2000,19373
ISR,,ALL,2001,20332
ISR,,ALL,2002,19796
ISR,,ALL,2003,20075
ISR,,ALL,2004,20378
ISR,,ALL,2005,19622
ISR,,ALL,2006,19832
ISR,,ALL,2007,19544
ISR,,ALL,2008,19594
ISR,,ALL,2009,19887
ISR,,ALL,2010,19531
ISR,,ALL,2011,19214
ISR,,ALL,2012,20063
ISR,,ALL,2013,19356
ISR,,ALL,2014,19467
ISR,,ALL,2015,18246
ISR,,ALL,2016,17990
ISR,,ALL,2017,18120
ISR,,ALL,2018,18209
ISR,,ALL,2019,17355
ISR,,ALL,2020,16430
ITA,,ALL,1980,213310
ITA,,ALL,1981,218818
ITA,,ALL,1982,231008
ITA,,ALL,1983,231061
ITA,,ALL,1984,228377
ITA,,ALL,1985,211227
ITA,,ALL,1986,197165
ITA,,ALL,1987,190371
ITA,,ALL,1988,178425
ITA,,ALL,1989,171351
ITA,,ALL,1990,161386
ITA,,ALL,1991,157173
ITA,,ALL,1992,149824
ITA,,ALL,1993,144786
ITA,,ALL,1994,136481
ITA,,ALL,1995,134817
ITA,,ALL,1996,138925
ITA,,ALL,1997,140166
ITA,,ALL,1998,138354
ITA,,ALL,1999,138708
ITA,,ALL,2000,134740
